sample_id,unit_id,unit_type,stratum,text,text_sha256
training-20260915-s1,34310682:p00350,paragraph,near|data_hosting,"• The current Tier 3 data center located in Vitória currently hosts most state data and does not have a backup facility, therefore it is susceptible to 'a single point of failure' in case of extreme climate events, or natural disasters. Measures to enhance redundancy (such as/including backup data storage facility) will be added to enable continuity of operations.",29f3acca45f7d00e34cae2e7ee004fbe24dd1d7bb20343a0174f61d4733efd15
training-20260915-s1,34310682:p00378,paragraph,random,"• The IERP will make possible a holistic and coordinated response to climate emergencies, involving all first-response entities and distributing roles to respond as quickly and effectively as possible to climate shocks.",984e6d48768709c16ecbb87cf9ecaee707d73928b4d09b2ffb8e5b032c5bf58c
training-20260915-s1,34327188:p00163,paragraph,random,"41. The subcomponent will provide additional support for transparency around audit findings and audit follow-up. Building on the PAC's ongoing efforts to follow-up on the GAC's audit recommendations, the Project will support (i) establishing a digital system to track actions on audit recommendations; (ii) timely publication of the consolidated fund annual audit and follow-up report; and (iii) change management and developing the capacity of key actors involved in the process of audit, audit report publication, audit recommendations follow-up and reporting on audit follow-up actions - the PAC in the Legislature, GAC, MFDP, Controller and Accounting General (CAG), Internal Audit Agency, and audited government institutions.",bbb265e0db812c79e460c6b182363e12b7d99b04ebc32b971d1cb31b5bd898a1
training-20260915-s1,34338772:p00689,paragraph,near|fiber,"• Extending fiber backbone coverage will help to reduce the size of the microwave backhauling network for backbone connectivity and last mile and will result in a significant reduction in GHG emissions associated with the data traffic, as optical fiber is two to three times more efficient than microwaves for backhauling, allowing power savings from 54 to 94 percent on the backhaul deployment in a 4G scenario. 76 The new construction of national backbone and last-mile network will also deploy energy efficient fiber optic technology, which is the best available (that is, most energy efficient) technology in Angola and also significantly more energy efficient than the copper cables, which still exist in the country.",5fc03c6b1d6d286e7bc2a3403ce3bcc08c26a92fa1b63f0a84190954b05c463f
training-20260915-s1,34338772:p00717,paragraph,near|fiber,"• (ii) Whenever possible, fiber will be used to connect MDAs, as it is the most energy efficient and best available broadband technology in DRC.87 The deployment of over 7,000 km of fiber optic backbone throughout the country will enable MDAs located close to the new backbone to be connected via fiber optics (estimated 30 percent of financing). Outside the areas where the fiber optic backbone is deployed, MDAs will continue to be connected via microwave or satellite for the most isolated regions.",45dffd0b831e7e0d9271019d4aba3ce855f4dc7392b8970d867180d6e3b202f2
training-20260915-s1,34338772:p00718,paragraph,near|mobile_towers,"• (ii) Related network investments will also require operators to power equipment at targeted MDAs as well as any cell towers and base stations deployed with solar power and battery storage, limiting the use of diesel generators to minimize the GHG emissions stemming from related network deployment, or where feasible leverage direct connections to central energy grid which minimize energy use and reliance on generators.",ab3737a5a3d5a31095a44d73159f8a6bb81f79e0d3b11aa59e1c1b407ace29be
training-20260915-s1,34338772:p00725,paragraph,near|data_hosting,"• Financing for a consolidate Government data hosting solutions, which is likely to include a greenfield physical data center will be deployed in a climate-safe location, with adequate redundancy and automated backup and disaster recovery system to avoid loss of sensitive government data. Current data management and hosting practices in DRC are vulnerable to floods and other extreme climate events that could lead to large-scale data loss due to absence of adequate backup and fragmented data hosting practices. A climate-risk assessment will be conducted to identify flood-safe location for data hosting and technical and financial feasibility for embedding automated backup and disaster recovery to avoid data loss in the event of climate calamities. The new data center will meet the criteria for EDGE green building certification for green data center, requiring at least 20 percent 6.2 savings in energy, water, and embodied energy in materials. (Adaptation/ Mitigation)",35dc4973fec140e8a6e56c764f7c193993e4aebb0ee6fe96e3316bb0f29bbc28
training-20260915-s1,34338772:p00741,paragraph,near|drm_ews,"connected during the time of crisis; have access to extreme weather alerts; and ensure digitally enabled delivery of basic services, for example, emergency cash transfers through mobile money.",2c26af13ad7895bcf0f47689608ee0fa3a7c16a459507e60b3cbb625d8974ca5
training-20260915-s1,34338772:p00745,paragraph,near|mobile_towers,"• This investment will be used to roll out mobile broadband coverage in uncommercial rural areas, out of which expectedly half (50 percent) will consist of new 4G/5G sites, while the remaining half (50 percent) will be an upgrade of 2G cell sites to more energy efficient 4G/5G cellular technologies. 94",00ebcd416a08ce3ccac6d4b1a88e6c474cc2fc495b61d5f273dd531706480ea2
training-20260915-s1,34338772:p00746,paragraph,near|fiber,"• For last-mile connectivity to institutions, expectations are that around half (50 percent) will be deployed through energy efficient fiber optic cables,95 while the remaining will likely be a mix of LEO satellite and 4G cellular, depending on the results of a competitive process.",2e925d5b5e2533921448f6aacae913690959d90e2ce69361ad3f17a0484e2a44
training-20260915-s1,34388773:p00119,paragraph,near|dpi,Digital Public Infrastructure and Services,08b88c3835a37a0cf7f6957c6b2ee56b1653f5da4f62dc0498347a415f4de8ed
training-20260915-s1,34388773:p00123,paragraph,near|dpi,"Digital identification, e-procurement, and e-health government platforms",b20cd8eb674c28da90cd22bf83727fe3301587e7feee8200d973ac4e1ba714d9
training-20260915-s1,34388773:p00199,paragraph,near|data_hosting,"(b) Developing national data hosting capabilities,70 facilitating data migration, and establishing robust data disaster recovery strategies (US$2 million equivalent) through: (i) TA for the development and implementation of national data hosting (including cloud), data migration, data disaster recovery strategies that will also include support to systems integration that is expected to generate energy efficiency gains; and (ii) the procurement of energy efficient solar-powered IT equipment for data server rooms and private cloud hosting solutions with backup solutions for select MDAs. On-site data hosting environment will be strengthened by integrating physical protection measures, energy conservation measures, data security, climate adaptation measures, in accordance with international best practices on energy.",41a9647171196ceb8dad682dc32d526cd1a19a1e0dc18aee5a347c40c38736a0
training-20260915-s1,34388773:p00201,paragraph,near|cybersecurity,"(iv) development of a Data Protection Unit five-year strategic plan; (v) acquisition and installation of software and critical energy efficient IT equipment for the national Computer Emergency Response Team (CERT), Security Operations Center, data protection and digital certification system or PKI; and (vi) provision of trainings, awareness and communication services on cybersecurity, online safety including gender-based violence and cyber harassment, data protection, and digital trust services.",37b2c3b415c8d2d3bfcb834c57051a289e29167924d2c247d161e01052ade944
training-20260915-s1,34388773:p00237,paragraph,near|access_connectivity,"51. The project takes a comprehensive approach to stimulating resilient broadband market development and digital adoption. Connectivity elements of the proposed project leverage lessons learned from a comparative analysis of 70+ last mile connectivity deployments, which points to the need for designing infrastructure tenders in projects using technology neutral principles to maximize competition, value for money, and scope for using innovative business models for network expansion. The project also takes a comprehensive approach to stimulating demand, by addressing all key access barriers linked to affordability, readiness, and relevance, where more novel areas such as device affordability draw on research conducted by and with partners such as GSMA84 and global experience of smartphone subsidy schemes, including related interventions in social protection projects.",16565e9fa0deca93f1b0f699bd607aa365310a2d5aa0f8ee0315c2203402251d
training-20260915-s1,34394311:p00084,paragraph,near|drm_ews,"4. Digital transformation is contributing to mitigating the human cost of climate-related natural disasters, while digital infrastructure itself remains vulnerable. A range of early warning systems are in place, including the Department of Information and Communications Technology (DICT)'s emergency warning broadcast system. Such systems have played an important role in reducing the loss of life in the past: In December 2021, 400 lives were lost because of Typhoon Rai, whereas Typhoon Haiyan in 2013, of similar strength, resulted in 6,300 deaths. Extreme climate events pose a high risk of damaging and disrupting digital connectivity infrastructure, including equipment shelters and fiber optic cables, due to storm surges, sea-level rise, and heavy coastal winds. Improving resilience to climate shocks and natural disasters will involve providing resilient digital connectivity, preparedness, and response; and undertaking risk-informed investments, and expanding digital access to unconnected climate hot-spots.",9f293802cb987d903b4365c369ef6807f259ae374c83c15e3ab1574b32fdc3bc
training-20260915-s1,34394311:p00134,paragraph,near|fiber|submarine_cable,"30. The first three components will improve the Philippines' broadband connectivity, by making much needed investments in the government's fiber optic backbone, middle-mile, and last-mile connectivity infrastructure. In terms of the backbone, while international network connectivity (submarine cables and corresponding landing stations) is relatively strong in Philippines because of its strategic location in the Pacific Ocean, the Project will contribute to the activation of the entire government broadband backbone from the North to the South of the country, by connecting to two main international landing stations in Baler Municipality (in Luzon) and Davao City (in Mindanao). Additionally, this component will secure an IRU for the use of existing private sector operated domestic fiber optic submarine/protection routes which lie within the territorial waters of the Philippines, connecting numerous islands across Luzon, Visayas, and Mindanao, thereby enhancing the backbone network's resilience.",df98bf56caff08429421e994a9e40467f34f2b07707bc97756f33a6e335adb1d
training-20260915-s1,34394311:p00138,paragraph,random,Component 1: Backbone Network (US$50.94 million),81040a92de7ce129ac497326edaec0aa591fe2fee85f975089bfbb78fc6d5dd0
training-20260915-s1,34394311:p00139,paragraph,near|fiber|submarine_cable,"32. This component is strategically designed to implement and finalize the remainder of the NFB and support full operationalization of the entire NFB network. The Project is using an integrated infrastructure planning approach by leveraging NGCP's existing investments. The NBP envisions utilizing the two cores of fiber optic network to establish a robust fiber backbone connecting the two international landing stations in the North and the South. Activities associated with this Project, as illustrated in Figure 3, involve activating two dark fibers at 37 substations and constructing 37 DICT climate-resilient/weather-proof equipment shelters in proximity to the substations (see Annex 3 for details). Moreover, the Project requires the installation of a total of approximately 32 km of underground Fiber Optic Cable (FOC) with climate- proof conduit systems to establish connections between the substations and the DICT equipment shelters (powered by renewable energy sources like solar/wind).",8031be287b86141315259d54082b8f09da3858d0c3a760f740b55dcb4f24e8cb
training-20260915-s1,34394311:p00140,paragraph,near|submarine_cable,"33. Securing domestic submarine and protection routes entails leasing and activating two fiber-optic cores of submarine dark fiber cable owned by private providers. In addition to the previously outlined activities, the NFB's implementation entails the activation of two submarine dark fibers at 15 landing stations via private providers. These",c7f488ff773afc116291afe90c363424f0680b201931d9131d8e23723d3c4006
training-20260915-s1,34394311:p00142,paragraph,near|fiber,"fibers will link islands across Luzon, Visayas, and Mindanao through the three domestic submarine protection routes, as shown in Figure 4. Funding for this Project enables DICT to enter into an IRU agreement with these private cable providers. Furthermore, underground FOC will be installed to connect the landing stations to 15 DICT equipment shelters, following a climate-resilient and low-carbon approach (see Annex 3 for details). Additionally, terrestrial fiber backhauls will be set up to connect DICT equipment shelters to DICT Points of Presence (PoPs).",2df6c501e8195d70924d5443e937a8065c83ff37ddb821d870814bb918a47cf2
training-20260915-s1,34397339:p00103,paragraph,near|submarine_cable,"7. Strategic investments in international connectivity, such as the Tui-Samoa submarine cable system project, have significantly expanded Samoa's bandwidth, positioning the country for future digital growth. Valued at US$41.76 million, the Tui-Samoa submarine cable system project successfully leveraged private and public sector financing and expertise. The public sector contribution was co-financed by multiple partners including the World Bank, Asian Development Bank, Government of Australia and GoS. 9 Samoa's international bandwidth increased from 250 megabits per second (Mbps) to 14,000 Mbps between 2015 and 2022. The Samoa Submarine Cable Company Limited (SSCC), established in 2015, manages this submarine cable system. This investment proved essential during the COVID-19 pandemic, supporting a substantial increase in data usage. 10",3b9e7296e502ffe4bdf384b98780d43d247c7c98136027daba3a7909d0c28fa7
training-20260915-s1,34397339:p00156,paragraph,random,"32. Subcomponent 1.2: Enhancement of the capacity, coverage, security and resilience of the Government's Intranet (US$2.64 million). The FTTP network deployed under Subcomponent 1.1 will provide the infrastructure layer that will be used under this subcomponent 1.2 to connect government agencies and establish secure cross- government data and information exchange at the national level. Approximately 90 percent of government agencies outside Apia will migrate from an outdated, end-of-life copper network to the new climate resilient, secure FTTP network. Specifically, this Subcomponent will support the deployment of a robust communication platform equipped with backup functions and recovery plans to ensure continuous operation of government services, facilitate secure and efficient data exchange across government agencies, and allow for better coordination and data sharing at the national level including during emergencies. The investments in climate- resilient technology will help minimize network downtime (currently at a high 10 percent outside Apia), particularly downtime due to weather-related disruptions, eliminate Single Points of Failure (SPOF), and mitigate the impact of power cuts on government agencies, schools, and hospitals. This subcomponent will also finance activities to strengthen cyber resilience through support of SamCERT, protecting the Government network against cyber threats, minimizing the impact of cyber breaches and putting in place business continuity strategies for critical infrastructure, such as utilities and telecommunications, to maintain government services in the event of cyber breaches. Finally, this subcomponent will also support expanded public access by financing the installation of public Wi-Fi hotspots in rural areas.",f3d5d07d9e2dca04d90c70cf6d85e605fb5e3f2e2091f87a6f1dc017315dece8
training-20260915-s1,34397339:p00159,paragraph,random,"a. Establish a Government Integrated Data Center: Financing for a Government integrated data center for storing critical data which utilizes renewable, redundant energy sources to minimize network downtime, eliminate SPOF and reduce the carbon footprint. The specifications for the data center will meet good practices for access management, resource efficiency, and security and cyber resilience. Government will seek EDGE certification for any data center infrastructure located domestically. 34 This subcomponent will also finance technical assistance to examine options for incorporating cloud computing to enhance the resilience and security of Government data systems, particularly during national emergencies and climate- related disasters, while also reducing maintenance costs. This analysis will also evaluate the potential use of a private government cloud for securely storing sensitive information.",fccc7f1df54d21d8620d26cbe92a2dcda6fbe0a4f5377037ba511beea50c508e
training-20260915-s1,34428613:p00135,paragraph,near|dpi,"(a) Foundations for safe digital government systems and services, with a focus on Digital Public Infrastructure (DPI), defined as a core set of foundational digital systems (that is, infrastructures and platforms) that are interoperable, open, and inclusive and that stakeholders use to provide a wide range of digital services. 39",1d252b0d42d5236e23b5f1422ec1a9edf39ddc55faa325f4f5e88242ef1e17bf
training-20260915-s1,34428613:p00238,paragraph,near|drm_ews,"51. Assessment and reduction of adaptation risks. The project will manage the main risks of flooding, intense rainfall, and landslides identified through the Climate and Disaster Risk Screening Tool by incorporating climate-resilient design features in last-mile digital connectivity expansion and integrating disaster risk reduction measures (see annex 2). To strengthen data hosting and storage capacity, it will embed automated backup and disaster recovery system to avoid data loss in the event of climate calamities. For data backup, secondary sites will be identified for disaster recovery purposes based on the climate risk assessment. It will also target schools that are at high risk of climate impacts such as floods, by using satellite technology and expand last-mile connectivity to enable e-education. Furthermore, the project will facilitate seamless integration of the DPI building blocks with crucial systems, including interoperability with regional crises management centers, health care platforms, Mobile Engage outreach, and social protection systems. This integration enhances disaster preparedness, early warning systems, and crisis communication.",9c17b7a0e0d7ecb655169c0983e2890f50698de7c2770259f2412c38385d1d35
training-20260915-s1,34428613:p00337,paragraph,random,"24. TA and acquisition of software and hardware for CSIRT PIC, AIDT Mixed",7314b3b3638079551ab182f85a1f3f0c68b2486f36d8733636208b52fc78568e
training-20260915-s1,34429409:p00151,paragraph,near|fiber,"24. The project will support the densification of the fiber optic backhaul network to connect existing backbones with the access networks to be deployed under subcomponent 1.2. The project will focus of the deployment of fiber optics for backhaul to create a robust, high-capacity fiber optic network to future-proof the infrastructure and support growing demand for high-speed internet. The backhaul expansion will be done through a procurement of network construction and civil works, crowding in operators, with the network route specified in tender documents (already under elaboration). Bidding operators will have an option to either (i) finance a specific backhaul segment on their own and retain its ownership; or (ii) contribute to a portion of the capital expenditures (CAPEX) for a segment that will remain in public ownership (through SIN), receiving in return an ""Indefeasible Right of Use"" of the network capacity (bandwidth) for a given period (which will generate PCM). Each scenario will generate significant private investments (through a mix of CAPEX and operational expenditures (OPEX)), ensuring a catalytic use of public financing (covered by the project). The bidding for the expansion of backhaul segments will be split into five geographically separate tenders to mitigate the risk of market power concentration. Each operator will be able to win a maximum of two tenders. Finally, the tender specifications will include mandatory open access guarantees to ensure that the deployed infrastructure will be made available at a reasonable cost to all telecom operators in the country. This will be supervised and enforced by ARCEP, who is currently developing a decision to set wholesale prices. Subcomponent 1.2: Expanding Last-Mile Connectivity (US$25.0 million equivalent, including US$2.0million equivalent expected in unguaranteed commercial financing)",f30a11fdfb6143cf5fb740daf21de80bc2c750d098849b64af5300092a6057f1
training-20260915-s1,34441286:p00049,paragraph,random,"15. Some activities under Component 2 aimed at enhancing the resilience, security and reliability of the NIMS, had experienced implementation delays but are now progressing and are expected to be completed within 24 months. A critical activity is the procurement of a new NIMS that will be open source, interoperable and enable authentication. This procurement is expected to take six months with an additional 18 months required for deployment of the actual system. In addition, the project is procuring: (i) power backup systems for all systems;",6163f20990278f9d75c12ef183503edfc975d7e0ba7bce16989ef26bdbe0b57a
training-20260915-s1,34456824:p00038,paragraph,near|dpi,"• Integrated Digital Platforms: Develop integrated digital platforms as a shared, cloud-computing platform including the provision of Software as a Service (SAAS) Platform as a Service (PAAS), Infrastructure as a Service (IAAS), Tools for National data centre to support the digital economy.",f952f6dba83e107ee18e7bd8fdfffc5a5c626a74e0e91606e3636b373558c788
training-20260915-s1,34460895:p00179,paragraph,near|data_hosting,"50. Component 1 also finances a new green medium-sized data center designed with the most efficient and resilient technologies, and its integration with the data center system already owned by the State. The new data center will replace the outdated legacy system, enhancing the State's capabilities and computing power for better public data management and digital transformation. It will meet resilience, physical and cyber security, and environmental demands and may absorb the State's main Internet exchange point (IXP). The facility will use a modular, containerized structure requiring minimal human intervention and will be located on a state-owned site. The data center system will support 'edge' computing, operate as a disaster-resistant facility, and comply with user organizations' recovery time objectives and maximum tolerable downtime. Climate risk assessments will guide the installation of underground or aerial cables to enhance resilience to climate events like floods and intense rainfall in Sergipe. This will help the GoSE adopt climate adaptation measures and design network infrastructure considering climate risks. Climate-proofing measures, including water-blocking materials and reinforced cables, will be specified in tender documents and technical specifications to protect the infrastructure, which will also help reduce OPEX and minimize service disruptions. It will be designed, constructed, and implemented to receive EDGE certification post-construction or similar sustainability certification.",116a5bc2831676057fef384ef147331cf26f456db51d3f272f5a7841225163db
training-20260915-s1,40007594:p00099,paragraph,random,"According to the E/S Specialist are there changes proposed to the operation's design that No would impact the Bank's E&S assessment?""",4f32e195728d2b266eebbaea9a51884d5d90aeac75b3f6fbef93c71191d36e4f
training-20260915-s1,40013198:p00272,paragraph,random,Subcomponent 1.3: Improved institutional structure and capacity (US$0.15 equivalent). Capacity Strengthening for For Official Use Only,1c93d2c7c6a3e74d7a33421e8193e7b406d96d9505fa59ab54980b29a1cc1d7f
training-20260915-s1,40028045:p00156,paragraph,random,17. Disbursement estimates will be updated to reflect both the Additional Financing (AF) and the proposed Project extension.,c0a801dda3e8b1b200ccbe480d1e63fdd5e9737572cb8040d1f44a68c9f2e149
training-20260915-s1,40031410:p00066,paragraph,near|cybersecurity,"(ii) Support the development of core cyber security skills (e.g., including developing technical standards and guidelines, for cybersecurity of critical infrastructure, define and process map technical response procedures and protocols for cybersecurity incidents) and the development of a Computer Security Incident Response Team (CSRIT) function operated through the DTU; and (iii) Support the architecture and administration of the Digital ID service (e.g., developing national government identity management standards consistent with recognized international standards to ensure security; certify participating public bodies as identity providers to issue electronic identity credentials; develop policies and standards on the levels of identity assurance, authentication assurance and federation assurance; design the national digital identity trust framework and rules for one or more of a federated identity management and/or a decentralized identify management framework, and upskilling local staff on the application of these standards/rules).",ba7195092a61ecf7fb3f450b0082f76f161be9bc64731978bede5089713c4c40
training-20260915-s1,40034360:p00116,paragraph,near|fiber|mobile_towers|submarine_cable,"5 Broadband infrastructure includes: (i) passive infrastructure, which is the non-electronic components of a telecommunications network that support communication. These components include poles, trenches and ducts, manholes, optical fiber cables, and related physical shelters; and (ii) active infrastructure, which are the electronic, power-dependent components within a telecommunications network that actively process, transmit, and manage communication signals. These components include items like switches, routers, servers, and other network devices that are essential for the network to function and manage data transmission.",101cf8f7cbb7ca85da6801cb69111098d6e1247464556bd9b21769fe400a450f
training-20260915-s1,40034360:p00128,paragraph,near|fiber,"7International good practices recommend a minimum depth of 60cm for underground fiber optic infrastructure. The Open Net network is deployed at a depth of 90cm while other fiber optic infrastructure has also been identified at 30cm depth during construction. Furthermore, protective plastic ducts were also found to be of lower thickness and sometimes missing altogether.",62920868f05f900c48d98d97c048886b942b2263a62d5b1d566ce985010ed96e
training-20260915-s1,40042661:p00268,paragraph,random,• Bandwidth Aggregation Project (BAP): The USPF aggregates the bandwidth demand across Schools where it has deployed knowledge centers to ensure these knowledge centers are connected to the internet and schools can use the resources effectively,a58e4486780045e9dd458ebeac3c8244cb464b4fbbeae7ea327d0e90e359c31c
training-20260915-s1,40052992:p00160,paragraph,random,"21. Subcomponent 1.2: Supplying last mile connectivity. This subcomponent aims to extend internet connectivity to a minimum of 500 selected government institutions, including ministries, departments, and agencies (MDAs), including schools, and higher education institutions (HEIs), especially those in climate-vulnerable hotspots. If funding becomes available for a second phase, connectivity support could be extended to health facilities, livestock and fisheries camps, refugee settlements and host communities, and so on. Currently just 415 out of the targeted 15,600 national sites have been connected to the Government Wide Area Network (GWAN), leaving a huge infrastructure deficit, and the supply of international internet bandwidth is just 4.5 Gbit/s for the whole of government. Although this segment of the market is less commercially attractive, an investment of US$25 million in project funds should nevertheless be enough to leverage an additional US$8 million in infrastructure co-investment. This investment will be used to support the roll out of mobile broadband coverage (4G/5G cellular and/or LEO satellite) and upgrading 2G cell sites to more energy-efficient 4G/5G cellular technologies, with a target of 300 cell sites, as well as installing additional internet exchange points (IXPs) and data",31403bdf163716ff41e52f3291cbe16a30d9dc08d2cf0a7915390d555c1eb864
training-20260915-s1,40052992:p00174,paragraph,near|cybersecurity,"(d) Providing TA for enhancement of cybersecurity incident response capabilities for Government. For government cybersecurity, this will involve: (i) TA for establishing a government Security Operations Center mandated for operational monitoring and protection of government network and systems; (ii) enhancing the Cybersecurity Incident Response Team (CIRT), enabling it to perform strategic coordination, information sharing, and national incident response; and (iii) strengthening cybersecurity capabilities and capacities. Additionally, for overall national cybersecurity capacity, the project will support (iv) fostering knowledge exchange and collaboration; and (v) conducting cyber awareness campaigns and consumer education.",466c515d4366db06a963242ecb4c14d03064c52872ed1d2a0e0da60831378fa2
training-20260915-s1,40077325:p00041,paragraph,random,"4. Progress toward the Achievement of the PDO is moderately unsatisfactory, reflecting: (a) the project's inability to reach its PDO indicators by the closing date due to delays in its key activity (i.e., broadband internet service); and (b) significant delays in activities supporting intermediate indicators. As a result, this restructuring will not adjust the results framework. Instead, the Implementation Completion and Results report will document and evaluate the impact of achievements to date.",f3c40b031f0bc0d097de94f0ab2c288281f940df537400c560a994f4c52e2e20
training-20260915-s1,40081106:p00085,paragraph,random,• Consultancy services for information security management systems against ISO 27001 Standard (ISMS),4889a5a962224f248218edfaa20af5a03203ac354027a1053ee07ae9a662c692
training-20260915-s1,40081106:p00104,paragraph,random,Is this an MFD-Enabling Project (MFD-EP)?,951c11726993249e9baaa516d1f798349cd6b643bc98163f3f99870bbd4da315
training-20260915-s1,40081960:p00097,paragraph,near|data_hosting,"9. Data hosting across the government remains inadequate, leading to duplication and fragmentation of information technology services and systems. This exposes the public sector to growing risks with respect to service delivery, cybersecurity, and long-term sustainability. At present, the Integrated Data Management Center (IDMC) in Singha Durbar (and a small-scale disaster recovery site in Hetauda) are the sole government-owned entities mandated to provide data hosting and related services for all government agencies, excluding defense institutions. With both the IDMC and disaster recovery site located in Nepal, disaster recovery and redundancy will be insufficient to ensure continuity of critical government services in case of a natural disaster. Existing infrastructure is also nearing end-of-life. On the demand side, the rapid increase in demand for secure, scalable, and resilient hosting has already exceeded existing government capacity (currently 0.7 MW). The scale-up of the NID system, digital payments, and social protection registries have further intensified demand which is now projected to reach 3-4 MW over the next decade and up to 6.4 MW by 2040. Data governance frameworks and guidelines on data classification or public cloud hosting are ambiguous or absent. As a result, the GoN is unable to holistically and sustainably invest in data hosting.",0f1c0af333749d44aac34bfd589e111ce3ecb429ca88786a7e313b4efbafe4ca
training-20260915-s1,40082999:p00060,paragraph,random,(h) Component 4 - CERC. No change in budget and no structural changes introduced through this restructuring. The CERC has been officially closed since July 2024.,ffbb4497ea5446ba14a53b005613d0f0f1e848a88c3b97ad6b16ba8e88704499
training-20260915-s1,40083718:p00077,paragraph,random,TABLE 1 : PROPOSED RESTRUCTURING CHANGES,15cb53d9d39915343f9df278d6341876b071ebb2c205e09bf3bb2f44615fd861
training-20260915-s1,40087727:p00168,paragraph,near|submarine_cable,"32. This subcomponent will catalyze private investment to close financing gaps for international and core backbone infrastructure by deploying targeted IDA resources and technical assistance. The approach reduces financial and technical risks to crowd in commercial providers that will design, build, and operate infrastructure under open-access arrangements, supporting affordability and competition. In parallel with regulatory reforms under Component 1, the subcomponent will reduce upfront costs and help avoid excessive passthrough to consumers. It will prioritize multiple international and cross border routes—including new submarine cable capacity and terrestrial options such as Optic Fiber on Ground Wire (OPGW) fiber on the Côte d'Ivoire - Liberia - Sierra Leone - Guinea (CLSG) power line—to enhance redundancy and resilience. As competitive capacity comes online, wholesale unit costs are expected to fall, reinforcing affordability. Key activities include:",87a9328943292a5511eb21cb22fd40ed3ff0598f34571fe18f72963cd42bfc63
training-20260915-s1,40087727:p00181,paragraph,near|data_hosting,"34. This subcomponent finances the policy, legal and technical foundations needed to move data safely across borders, host it cost-effectively, ensure the implementation of regional use cases based on data interoperability and power advanced cross-border digital services. To meet government workload and data-residency needs while catalyzing private investment, the project will allow use of (a) commercial cloud services (public or sovereign cloud offerings compliant with national security and data protection standards); or (b) private co-location data centers meeting Tier III (or equivalent) and ISO/IEC 27001 requirements. The operational modality —cloud or co-location—will be selected during implementation based on planned feasibility studies, market sounding, and regulatory readiness, ensuring cost- effectiveness, resilience, and compliance. Activities will include:",00b33b2628a443dd8e4314e01bcd5bb72f7cee52c75fa65a8f377cdc71b92bde
training-20260915-s1,40087727:p00252,paragraph,near|submarine_cable,"66. Submarine cable-related activities, under Subcomponent 2.2, will be implemented through private sector-led SPVs in Liberia and Sierra Leone, with private partners as majority shareholders and government equity participation financed under the project. The SPVs will hold the responsibility for implementation of submarine cable and related activities, including marine segments, landing stations, and associated infrastructure. Procurement governance, accountability, and operating arrangements for SPVs will be set out in the SPV Operations Manual which shall be cleared by the World Bank, and procurement capacity and systems assessment will be conducted once each SPV has been incorporated and operational to confirm the compliance with World Bank's Core Procurement Principles.",3eca01e2b8a044d44765fc62990883e10d89fe351f5efdd56117dad0eb53a053
training-20260915-s1,40087727:p00258,paragraph,random,70. The overall residual procurement risk for the three countries after implementation of these mitigation measures is thus assessed as Substantial.,68c4f3f4775fd88cc3c4c38bf1cb793e753710f08dcb757f722c9c57d329c65b
training-20260915-s1,40087727:p00317,paragraph,near|submarine_cable,"2. IFC's potential involvement in submarine cable financing includes two components: main trunk infrastructure and landing infrastructure in each beneficiary country. For main trunk financing, IFC will assess its participation once the private operator is selected, and the project's economics and financial structure are clearly defined. For country-level landing infrastructure financing, IFC's decision on whether and how to participate will depend, inter alia, on the following factors:",a0353939aad4cf7207be320775dd43a010080c8c173556242cedb216bc605b72
training-20260915-s1,40095037:p00183,paragraph,random,"15. The PDO and Theory of Change remain relevant and are unchanged. Given that the AF will not finance any new type of activities divergent from existing objectives and focus on mainly completing activities impacted by previous cancellation and/or scale up existing activities, the Theory of Change and underlying assumptions will remain unchanged.",dabce35dba92031d919f62cbd882c409f5bfbe6431d1f820bbbc4f0d21cc1d01
training-20260915-s1,40105675:p00183,paragraph,near|access_connectivity,1. Digital Infrastructure and Access,f21ae1212441ae6d7a36a929ece70b708305b583a3581a18b7e730d0128c9b4a
training-20260915-s1,40105675:p00198,paragraph,near|access_connectivity,1. Digital Infrastructure and Access,f21ae1212441ae6d7a36a929ece70b708305b583a3581a18b7e730d0128c9b4a
training-20260915-s1,40109413:p00070,paragraph,near|submarine_cable,a. Submarine cable dropped (US$11.0 million),a781f159fb90f08985f26bf7fcefdf4288ff8acef627fc11af06efd51d59a01a
training-20260915-s1,40109413:p00169,paragraph,near|access_connectivity,"• Low uptake of digital technologies due to access barriers: cost of access, device affordability, digital literacy",1103f38eabc48d4aad64fea8ed829cc6e0caf0042de0dbf15051c43bc349b4d3
training-20260915-s1,40109413:p00191,paragraph,near|dpi,•Digital foundational laws •National strategies and policy frameworks for data and ID •Digital ID •Digitalized service delivery and citizen's portal •Stronger cybersecurity and DP capabilities •Data interoperability/data exchange solution •Improved data hosting capabilities •Improved digital payments mechanisms,cef047713b391675164ada98089d262ec1703dcbdd419c5e9719d0f513907341
training-20260915-s1,40110459:p00230,paragraph,near|dpi,"15. Digitalization of services at scale would greatly benefit from the development of digital public infrastructure (DPI).18 National ID coverage is high (85-90 percent), but back-end integration is weak. There is no systematic verification against the National Population Register (NPR), and a whole-of-government, MICT-led interoperability/enterprise architecture with modern IT and trusted data flows is missing. The ID system needs to add stronger verification and an authentication (biometrics, verifiable credentials) system and connect the NPR to other government DPIs and services to shift from paper-based processes to a user-centric, integrated digital services platform.",676f5c7dd2e375a785b5e3074b6aab60941396f7cf8fb2f59dc017735f16d3e8
