sample_id,paragraph_id,asset_id,asset_name,label,project_ids,section_path,text
training-20260915-s1,32527137:p00335,submarine_cable,Submarine cable,,P171099,ANNEX 1,"(d) Integrated e-ID Doing Business Unit, Prime"
training-20260915-s1,32971756:p00523,submarine_cable,Submarine cable,,P171034,ANNEX 2,"a) Among the 'quick wins' for digital government are the development of a consolidated portal for government MDAs and the digitization of selected eServices. Although, the MoF maintains an up-to-date website (www.mofed.gov.et), this is the exception among government MDAs, and there is no single point of entry for citizens or SMEs. One of the 22 priority projects set out in the Digital Ethiopia 2025 strategy document is to ""Employ a human centered approach to designing portals, helping maximize uptake and utilization,"" with the MInT taking the lead. Other priority projects include piloting an electronic portal that will allow online transactions and developing eCommerce marketplaces. The project will support MInT in achieving these short-term priority projects, with the aim of linking existing government applications (such as eVisa) to a central government website and digitizing at least four additional digital services and applications. The resilience of the consolidated portal and eServices to cybercrime, hacks, and breaches as well as the protection of personal data in the developed applications will be a priority objective in the implementation."
training-20260915-s1,34327188:p00163,drm_ews,Disaster risk management and early warning,,P177478,II.B,"41. The subcomponent will provide additional support for transparency around audit findings and audit follow-up. Building on the PAC's ongoing efforts to follow-up on the GAC's audit recommendations, the Project will support (i) establishing a digital system to track actions on audit recommendations; (ii) timely publication of the consolidated fund annual audit and follow-up report; and (iii) change management and developing the capacity of key actors involved in the process of audit, audit report publication, audit recommendations follow-up and reporting on audit follow-up actions - the PAC in the Legislature, GAC, MFDP, Controller and Accounting General (CAG), Internal Audit Agency, and audited government institutions."
training-20260915-s1,34394311:p00140,fiber,Fiber networks,,P176317,II.B,"33. Securing domestic submarine and protection routes entails leasing and activating two fiber-optic cores of submarine dark fiber cable owned by private providers. In addition to the previously outlined activities, the NFB's implementation entails the activation of two submarine dark fibers at 15 landing stations via private providers. These"
training-20260915-s1,33985963:p00205,fiber,Fiber networks,,P172524,II.B,"37. In this context, building on the NBP priorities and ongoing consultations between the GoS and private operators regarding key missing links of the national fiber optic backbone and the private sector's ability to support their deployment, this Sub-component will finance a TA package and the construction of the priority missing links under a PPP model, with a focus on extending the backbone towards rural areas. Based on the NBP, and in coordination with ARTP and the private sector, MCTEN has identified 429 localities to be interconnected to the national fiber optic backbone, eligible for a public catalytic financing. This number will be confirmed in the ministerial decree defining the localities eligible for public co-financing, currently in the final stages of validation by the GoS."
training-20260915-s1,34310682:p00191,access_connectivity,Access and connectivity,,P180462,IV.A,"72. Component 1 finances a green data center designed with the most efficient and resilient technologies. The new data center, owned and managed by PRODEST, will serve as the main data center while providing additional storage and computing power. A new facility will follow a modular approach. This data center will operate as disaster-resistant facility and follow recovery time objectives, while complying with the maximum tolerable downtime specified by user organizations. It will be designed, constructed, and implemented to receive EDGE certification post-construction or similar sustainability certification."
training-20260915-s1,40007594:p00099,cybersecurity,Cybersecurity,,P167588,IV,"According to the E/S Specialist are there changes proposed to the operation's design that No would impact the Bank's E&S assessment?"""
training-20260915-s1,34196069:p00238,dpi,Digital public infrastructure,,P176932,II.B,"(b) (GA, GUI, GB, and MA) Establishment of cross-cutting enablers for digital government or core layers of digital public infrastructure such as payment platforms, electronic signature, and data exchange platforms. Activities include TA to support review and update of policies, legislation, and regulations considering continental and regional frameworks, feasibility studies to design and implement the digital public infrastructure, and financing of equipment, tools, and platforms and related capacity-building training of government officials. When needed for the development of key public digital services, assessment and feasibility studies for digital identification may be considered."
training-20260915-s1,40028045:p00156,dpi,Digital public infrastructure,,P171528,I.D,17. Disbursement estimates will be updated to reflect both the Additional Financing (AF) and the proposed Project extension.
training-20260915-s1,33706639:p00538,mobile_towers,Mobile networks and towers,,P173240,ANNEX 1,"24. The recipient shall publish the Specific Procurement Notices (SPNs) for all goods, works, non- consulting services, and the Requests for Expressions of Interest on their free-access websites, if available, in at least one newspaper of national circulation in the recipient's country and in the official gazette. For open international procurement selection of consultants using an international short list, the recipient shall also publish the SPN in UNDB online and, if possible, in an international newspaper of wide circulation, and the World Bank also arranges for the simultaneous publication of the SPN on its external website."
training-20260915-s1,34428613:p00337,cybersecurity,Cybersecurity,,P506611,ANNEX 1,"24. TA and acquisition of software and hardware for CSIRT PIC, AIDT Mixed"
training-20260915-s1,31338295:p00287,access_connectivity,Access and connectivity,,P167588,ANNEX 1,"10. Single Sign-on Digital Identifier Platform. The facility for digital identification of users constitutes the backbone for the provision of e-government services as they allow safe, secure and legally verifiable access to these services. This facility creates the legal foundations for the validation of contractual and non-contractual interactions between the government and citizens. Digital identification allows governments to move services online, resulting in improvements in efficiency, productivity, and user satisfaction. In a post-disaster situation, this facility is critical to facilitate the transactions to which citizens typically need access (e.g. social transfers and citizen records such as deeds and birth certificates). Grenada currently has multiple and disparate systems for identification verification that impede ease of interaction with the government. The objective of this activity is to enable GOG to consolidate the different citizen identity systems that it currently employs into a unique, cloud-based digital identifier platform, which, together with the electronic payment system, will facilitate the provision of e-services that require authentication and authorization."
training-20260915-s1,34388773:p00201,access_connectivity,Access and connectivity,,P180000,II.B,"(iv) development of a Data Protection Unit five-year strategic plan; (v) acquisition and installation of software and critical energy efficient IT equipment for the national Computer Emergency Response Team (CERT), Security Operations Center, data protection and digital certification system or PKI; and (vi) provision of trainings, awareness and communication services on cybersecurity, online safety including gender-based violence and cyber harassment, data protection, and digital trust services."
training-20260915-s1,33937854:p00504,dpi,Digital public infrastructure,,P178609,ANNEX 2,"Includes water cooled racks to enable high power consumption equipment, such as the ones needed for HPC. The deployment of the modules requires a solid basement and protection from external factors. Each module will have the general cloud services available, HPC capabilities and local storage. Data replication in the contingency sites will be included, as also remote data copied locally to accelerate data access."
training-20260915-s1,32159893:p00122,access_connectivity,Access and connectivity,,P167543,I.B,"10. Several factors help explain the dismal performance of digital infrastructures: notably a high share of the population living in rural areas (84 percent of the total population compared to 60 percent for SSA - see Figure 1.3), limited access to electricity (11 percent of the rural population have access to electricity compared to 23 percent for SSA10), and high mobile prices (a basket of mobile services represents 33 percent of monthly Gross National Income (GNI) per capita compared to 14 percent for Africa). The lack of affordability can be partly attributed to a high level of sector taxation, while inadequate mobile applications and services (that are not always available in local languages) and low international connectivity contribute to a relatively low level of usage by regional standards."
training-20260915-s1,32971756:p00523,data_hosting,Data hosting,,P171034,ANNEX 2,"a) Among the 'quick wins' for digital government are the development of a consolidated portal for government MDAs and the digitization of selected eServices. Although, the MoF maintains an up-to-date website (www.mofed.gov.et), this is the exception among government MDAs, and there is no single point of entry for citizens or SMEs. One of the 22 priority projects set out in the Digital Ethiopia 2025 strategy document is to ""Employ a human centered approach to designing portals, helping maximize uptake and utilization,"" with the MInT taking the lead. Other priority projects include piloting an electronic portal that will allow online transactions and developing eCommerce marketplaces. The project will support MInT in achieving these short-term priority projects, with the aim of linking existing government applications (such as eVisa) to a central government website and digitizing at least four additional digital services and applications. The resilience of the consolidated portal and eServices to cybercrime, hacks, and breaches as well as the protection of personal data in the developed applications will be a priority objective in the implementation."
training-20260915-s1,32108178:p00207,mobile_towers,Mobile networks and towers,,P171528,II.B,"33. This subcomponent aims to build trust in online transactions and strengthen the security and resilience of digital infrastructure and systems. It will promote cybersecurity awareness and capacity building as well as create an enabling environment and institutions needed to protect the public and private sector from cyber vulnerabilities. The project will utilize a combination of regional and national level approaches to share knowledge, and resources and to respond to shared threats. The subcomponent will also include support to develop harmonized data protection and privacy frameworks across the region to ensure a unified space for investment and deployment of data-driven services. Specific activities will include:"
training-20260915-s1,33602788:p00500,submarine_cable,Submarine cable,,P173373,ANNEX 2,"(a) Strengthened cybersecurity operational capacity, which will feature support for (i) the development of institutional and policy frameworks for the newly established NCSA and existing Rw-CSIRT, including the development of strategies, work and action plans, as well as standard operating procedures; (ii) technical and operational capabilities, featuring hardware, software, platforms, and systems for the NCSA and technical upgrades for the national CSIRT and the Security Operations Center to support the management of key operational and technical functions; (iii) capacity building and awareness raising programs, including training for key stakeholders and facilitation of cybersecurity professional certifications, and (iv) support for international partnerships and collaboration with other cybersecurity agencies, CSIRTs or relevant associations, including support for staff exchanges."
training-20260915-s1,34049907:p00546,data_hosting,Data hosting,,P176181,ANNEX 2,(a) TA and training to establish and operate a regional cybersecurity coordination platform (regional virtual Cyber Incident Response Team) for officials at the EAC and IGAD. This will be complemented by TA at the national level for South Sudan and Somalia.
training-20260915-s1,40042661:p00268,fiber,Fiber networks,,P508383,ANNEX 3,• Bandwidth Aggregation Project (BAP): The USPF aggregates the bandwidth demand across Schools where it has deployed knowledge centers to ensure these knowledge centers are connected to the internet and schools can use the resources effectively
training-20260915-s1,33862093:p00216,cybersecurity,Cybersecurity,,P177077,II.B,"52. Shared data hosting solution/government cloud. The project will finance a TA to conduct a gap assessment of government data hosting and storage infrastructure; and to develop recommendations on the technical architecture and operational design needed to address existing core infrastructure gaps, including the development of blueprints to guide government-wide implementation for shared government data infrastructure with disaster recovery capabilities. The TA shall provide recommendations on policies, processes, and standards to support the set-up and operationalization of shared government data hosting and storage infrastructure, such as a cloud-enabled data center which serves to provision data and application hosting to MDAs."
training-20260915-s1,34338772:p00746,fiber,Fiber networks,,P180495|P180693|P502532|P505095,ANNEX 6,"• For last-mile connectivity to institutions, expectations are that around half (50 percent) will be deployed through energy efficient fiber optic cables,95 while the remaining will likely be a mix of LEO satellite and 4G cellular, depending on the results of a competitive process."
training-20260915-s1,31866361:p00261,dpi,Digital public infrastructure,,P170718,IV.A,"47. The blend of underground and aerial infrastructure for terrestrial fiber optic infrastructure will be determined during the final technical design and specification of the bidding documents. Aerial infrastructure capital expenditures (CAPEX) costs are almost two times lower and OPEX costs are slightly lower compared to underground infrastructure. However, aerial infrastructure is more vulnerable to natural disasters. Natural disasters such as typhoons occur regularly in FSM. With 8,400 mm of precipitation per year, Pohnpei is also one of the wettest regions in the world. This climate can damage an aerial network. If a disaster happens, aerial infrastructure may be damaged leading to outages and significant replacement costs. However, underground infrastructure faces other risks as well. Uncontrolled digging can damage the cables while people will be careful to stay away from the aerial cables since they would be adjacent to the power lines. Repair of underground infrastructure is more costly and more time- consuming. Flooding is also a particular threat to underground fiber infrastructure. It is assumed that the core fiber on each of the main islands (Pohnpei, Yap and Kosrae) will be buried underground. The periphery of the networks, including drops to individual premises, will be aerial utilizing existing infrastructure, particularly existing poles for electricity distribution. The cost of the fiber drops to individual premises is a relatively small proportion of total costs, comprising approximately US$1.1M of the US$8.8M total needed to install the on-island fiber infrastructure."
training-20260915-s1,33706639:p00261,access_connectivity,Access and connectivity,,P173240,II.B,"(a) Digital information system for agropastoral statistics in Cameroon. This activity will focus on the implementation of a digital system for the collection, reporting, centralization, processing, and dissemination of agropastoral statistical data that would allow the collection of a large amount of national data and its quick and easy repatriation through the internet on a dedicated server and the dissemination of this statistical information in real time on a web platform designed for this purpose. This data system will register and map a large proportion of the population vulnerable to climate variability, and that data will be used to provide timely and predictable disaster information to deliver early warning and preparedness to agro-pastoral communities. This early warning system will contribute to climate adaptation outcomes through improved traceability and resilience. It will also help curb GHG emissions from the livestock industry through optimized energy consumption, transport, and reduced losses and response costs."
training-20260915-s1,40110459:p00484,fiber,Fiber networks,,P508948,ANNEX 1,"i) Appointment of Technical leadership (appointment of new Board advisor, replacement of key 5 board positions, appointment of CEO) ii) separation of accounts between telecom and postal services"
training-20260915-s1,40028045:p00156,drm_ews,Disaster risk management and early warning,,P171528,I.D,17. Disbursement estimates will be updated to reflect both the Additional Financing (AF) and the proposed Project extension.
training-20260915-s1,32108178:p00792,mobile_towers,Mobile networks and towers,,P171528,ANNEX 7,"(c) An integrated geospatial data platform linked with land records can inform both advanced planning and impact modeling for climate or health events, while also enabling decision making and rapid assistance targeting impacted households (for example, government can identify the impacted households or agricultural plots, know who they belong to, and make compensatory payments digitally);"
training-20260915-s1,32159893:p00368,data_hosting,Data hosting,,P167543,ANNEX 1,"b. The type of wireless network access infrastructure to be supported by the project funds would be selected by the private sector, based on their own assessment of the best available and most cost effective technology to use. Examples of what this may comprise include: i) passive telecom towers to facilitate the deployment of active mobile antennas by mobile network operators; ii) a fully active Radio Access Network deployed by a mobile network operator, which provides national roaming access to other mobile network operators (perhaps after a brief exclusivity period of, say, one year); iii) a low-cost 'microsite' alternative deployed by third-parties for rural areas targeted by the project who then sell their services to mobile network operators; iv) other types of fiber, wireless or satellite access."
training-20260915-s1,34428613:p00337,fiber,Fiber networks,,P506611,ANNEX 1,"24. TA and acquisition of software and hardware for CSIRT PIC, AIDT Mixed"
training-20260915-s1,32527137:p00335,data_hosting,Data hosting,,P171099,ANNEX 1,"(d) Integrated e-ID Doing Business Unit, Prime"
training-20260915-s1,32527137:p00201,dpi,Digital public infrastructure,,P171099,II.B,"34. In the context of the COVID-19 crisis, a Contingent Emergency Response Component (CERC) is added to the project structure to provide support to the GoCV to respond to emergencies, including the COVID-19 crisis It will have an initial zero value but may be financed during the implementation of the project to allow for agile response to emerging events, with funds redirected from other components. Including CERC at the preparation stage, albeit with zero funding, provides for flexibility to respond to an imminent or actual emergency (such as COVID-19). The crisis response expenditures could cover, for instance, the facilitation of emergency payments to vulnerable groups of population using mobile money; ensuring business continuity of core government functions, when civil servants are required to continue home-based work; or supporting of MSMEs, particularly the most"
training-20260915-s1,34310682:p00147,dpi,Digital public infrastructure,,P180462,II.B,"49. As vulnerability to natural hazards grows and given Espírito Santo's climate-sensitive location (hosting the Mata Atlântica biome, holding 5 percent of Brazil's coastline, and therefore being increasingly prone to floods and extreme precipitation events), the modernization of the Emergency Management System will upgrade the holistic and coordinated response to climate emergencies engaging all the necessary first response entities interdependently, optimizing response resources, and maximizing the response effectiveness to each climate-related emergency. Establishing joint coordination protocols with State's Center for Risk and Disaster Management will be key with respect to this. This component aims to support Espírito Santo in optimizing its response to climate-related disasters, by modernizing and expanding the state's emergency center and designing precise and comprehensive response protocols that involve the cooperation of all first-response entities for each type of event. The emergency center will benefit from more precise and better-quality information due to the introduction of the geolocation of emergencies. This will allow improved identification of gradual climate change trends and events and link them to their effective emergency management. A unified approach and response to emergency response and management will create interoperable responses that are critical in emergency response."
training-20260915-s1,33862093:p00188,drm_ews,Disaster risk management and early warning,,P177077,II.B,"36. Climate Resilience. This activity will finance to enable data-driven climate adaptation measures at various stages of the climate early-warning communication value chain, focusing on early warning system (EWS) communication infrastructure deployment, early warning information generation, and last-mile information dissemination. The activity will strengthen digital communication systems across the climate information value chain underlying Emergency Operations Center (EOC). It will be housed within the National Disaster Management Agency (NDMA) to facilitate the EWS for reliable information delivery and communication with other government offices, local councils, and citizens. For the back-end communication system for EWS, the project will finance the purchase of servers, data storage, and back-up and recovery systems to operationalize the EWS to facilitate seamless data exchange with subnational, national, regional, and international partners, and to ensure secure data management practices. For climate early warning information generation, the project will finance multistakeholder-based capacity development workshops for government offices, Mobile Network Operators, and nongovernmental organizations (NGOs) to adopt the Common Alerting Protocol (CAP) standard. And for effective last-mile information dissemination, the project will finance the inclusion of weather information as one of the services to be available under the Government Service Platform (GSP). Weather information from the meteorological system will be interfaced with the GSP and formatted to be available as user-friendly messages sent to citizens through text messages (for example, Unstructured Supplementary Service Data [USSD]), voice-based services (such as Interactive Voice Response (IVR)), and mobile and Web-based interfaces like WhatsApp and Facebook Messenger."
training-20260915-s1,31747152:p00578,mobile_towers,Mobile networks and towers,,P167183,ANNEX 2,Activity 2.3.5: Licensing and assurance of enrollment partners
training-20260915-s1,40087727:p00181,access_connectivity,Access and connectivity,,P500628,II.D,"34. This subcomponent finances the policy, legal and technical foundations needed to move data safely across borders, host it cost-effectively, ensure the implementation of regional use cases based on data interoperability and power advanced cross-border digital services. To meet government workload and data-residency needs while catalyzing private investment, the project will allow use of (a) commercial cloud services (public or sovereign cloud offerings compliant with national security and data protection standards); or (b) private co-location data centers meeting Tier III (or equivalent) and ISO/IEC 27001 requirements. The operational modality —cloud or co-location—will be selected during implementation based on planned feasibility studies, market sounding, and regulatory readiness, ensuring cost- effectiveness, resilience, and compliance. Activities will include:"
training-20260915-s1,34456824:p00038,submarine_cable,Submarine cable,,P161086,I.B,"• Integrated Digital Platforms: Develop integrated digital platforms as a shared, cloud-computing platform including the provision of Software as a Service (SAAS) Platform as a Service (PAAS), Infrastructure as a Service (IAAS), Tools for National data centre to support the digital economy."
training-20260915-s1,40109413:p00070,drm_ews,Disaster risk management and early warning,,P177158,II,a. Submarine cable dropped (US$11.0 million)
training-20260915-s1,33862093:p00175,fiber,Fiber networks,,P177077,II.B,and business models for rural broadband deployment. The objective of these pilots is to develop a proof of concept for an MFD approach that could inform subsequent possible scaling up to narrow the urban-rural network coverage gap.
training-20260915-s1,40083718:p00077,data_hosting,Data hosting,,P172524,II.C,TABLE 1 : PROPOSED RESTRUCTURING CHANGES
training-20260915-s1,32159893:p00544,drm_ews,Disaster risk management and early warning,,P167543,ANNEX 4,"6. Under Component 3 - Activity 3.1.1. sites at higher risk of natural disasters (e.g., storms or flooding) will be identified, and the resilience of the digital centers in these areas will be enhanced, by designing data backup and recovery systems to prevent data loss in the event of climatic shocks."
training-20260915-s1,40077325:p00041,drm_ews,Disaster risk management and early warning,,P171976,I.B,"4. Progress toward the Achievement of the PDO is moderately unsatisfactory, reflecting: (a) the project's inability to reach its PDO indicators by the closing date due to delays in its key activity (i.e., broadband internet service); and (b) significant delays in activities supporting intermediate indicators. As a result, this restructuring will not adjust the results framework. Instead, the Implementation Completion and Results report will document and evaluate the impact of achievements to date."
training-20260915-s1,40110459:p00484,cybersecurity,Cybersecurity,,P508948,ANNEX 1,"i) Appointment of Technical leadership (appointment of new Board advisor, replacement of key 5 board positions, appointment of CEO) ii) separation of accounts between telecom and postal services"
training-20260915-s1,33844146:p00215,submarine_cable,Submarine cable,,P176459,II.B,"(d) 2.2.4. Strengthening cybersecurity resilience and bolstering the protection of critical information infrastructure (CII). Building on reforms initiated under the EDGE project, this sub-component will support the enhanced protection of central cybersecurity capacities and sector specific CII, including Government's information systems and networks, and will enhance threat intelligence, monitoring, prevention, and response capacities. It will include support for: (i) enhancing the institutional and governance framework for overall cybersecurity and CII protection in Mozambique, including national information security standards and compliance frameworks; (ii) enhancing technical and operational capabilities through investments in hardware, software, platforms, systems and office space for the National CSIRT, the Government CSIRT, other sectorial CSIRTs and associated Security Operations Centers (SOCs), including support for the definition of software needs and associated training; (iii) design and delivery of capacity building and awareness raising programs for various audiences, including training for key stakeholders, facilitation of cybersecurity professional certifications, exchange programs and participation at industry conferences; and (iv) establishing international partnerships and collaboration with other cybersecurity agencies, CSIRTs or relevant associations."
training-20260915-s1,33813209:p00183,dpi,Digital public infrastructure,,P177040,II.B,• TA for the development of a climate data model Establishing a climate data
training-20260915-s1,40087727:p00168,cybersecurity,Cybersecurity,,P500628,II.D,"32. This subcomponent will catalyze private investment to close financing gaps for international and core backbone infrastructure by deploying targeted IDA resources and technical assistance. The approach reduces financial and technical risks to crowd in commercial providers that will design, build, and operate infrastructure under open-access arrangements, supporting affordability and competition. In parallel with regulatory reforms under Component 1, the subcomponent will reduce upfront costs and help avoid excessive passthrough to consumers. It will prioritize multiple international and cross border routes—including new submarine cable capacity and terrestrial options such as Optic Fiber on Ground Wire (OPGW) fiber on the Côte d'Ivoire - Liberia - Sierra Leone - Guinea (CLSG) power line—to enhance redundancy and resilience. As competitive capacity comes online, wholesale unit costs are expected to fall, reinforcing affordability. Key activities include:"
training-20260915-s1,34394311:p00142,cybersecurity,Cybersecurity,,P176317,II.B,"fibers will link islands across Luzon, Visayas, and Mindanao through the three domestic submarine protection routes, as shown in Figure 4. Funding for this Project enables DICT to enter into an IRU agreement with these private cable providers. Furthermore, underground FOC will be installed to connect the landing stations to 15 DICT equipment shelters, following a climate-resilient and low-carbon approach (see Annex 3 for details). Additionally, terrestrial fiber backhauls will be set up to connect DICT equipment shelters to DICT Points of Presence (PoPs)."
training-20260915-s1,33602788:p00249,submarine_cable,Submarine cable,,P173373,II.B,"42. This sub-component will strengthen the GoR's capacity to mitigate risks associated with the expansion of digital public services by enhancing its capabilities to detect, prevent, respond, mitigate, and recover from cybersecurity attacks as well as manage data protection. It will support the development of a robust enabling environment through strengthened cybersecurity institutional and policy frameworks, technical and operational capabilities, as well as cyber skills development for a trusted online transactions environment and the security and resilience of digital infrastructure and systems. It will also lay the foundations for safeguarding data protection in compliance with forthcoming legislation passed by Parliament, by supporting the establishment and operationalization of a Data Protection Office (DPO). Key activities to be financed include:"
training-20260915-s1,40110459:p00484,drm_ews,Disaster risk management and early warning,,P508948,ANNEX 1,"i) Appointment of Technical leadership (appointment of new Board advisor, replacement of key 5 board positions, appointment of CEO) ii) separation of accounts between telecom and postal services"
training-20260915-s1,34222788:p00237,cybersecurity,Cybersecurity,,P176396|P180987,VIII,2: Digital Public Service Delivery Enablers
training-20260915-s1,31167658:p00647,mobile_towers,Mobile networks and towers,,P162599,ANNEX 3,"• On the supply-side (cost). To ensure the coverage of the offline population in the northern region (approximately 1.87 million inhabitants), the project foresee the deployment of 380 fully operational sites, each site covering around 2,500 inhabitants on average and costing US$200,000 for installation and commissioning (CAPEX). The RAN infrastructure will consist of both passive and active components. The passive components include land acquisition and preparation, structure deployment (50-metre lattice tower), shelters, and power solution with solar panels or generators; active components include 2G/3G-ready active equipment, and backhaul to connect to the core network infrastructure, including installation and commissioning. The operation expenditures (OPEX) are evaluated as a percentage of the CAPEX and represent 18 percent of the cumulated CAPEX. OPEX include land and structure maintenance and site security with decentralized and local staff, backhaul fees, power generator or solar panel maintenance and use of deep-cycle batteries."
training-20260915-s1,31747152:p00524,access_connectivity,Access and connectivity,,P167183,ANNEX 2,"23. This subcomponent will finance the reinforcement of the NIMS. Managed by NIMC, the NIMS, lies at the heart of the foundational ID ecosystem and provides a comprehensive database of all persons in Nigeria and all Nigerians abroad, with uniqueness guaranteed by biometrics. By linking with the digital CR system (at NPopC), the robustness, coverage and legal validity of the foundational ID ecosystem will be ensured in the long term. The NIMS will also support authentication of unique identity at the point of service delivery or client/beneficiary onboarding (see Component 3 for details.)"
training-20260915-s1,34394311:p00084,fiber,Fiber networks,,P176317,I.A,"4. Digital transformation is contributing to mitigating the human cost of climate-related natural disasters, while digital infrastructure itself remains vulnerable. A range of early warning systems are in place, including the Department of Information and Communications Technology (DICT)'s emergency warning broadcast system. Such systems have played an important role in reducing the loss of life in the past: In December 2021, 400 lives were lost because of Typhoon Rai, whereas Typhoon Haiyan in 2013, of similar strength, resulted in 6,300 deaths. Extreme climate events pose a high risk of damaging and disrupting digital connectivity infrastructure, including equipment shelters and fiber optic cables, due to storm surges, sea-level rise, and heavy coastal winds. Improving resilience to climate shocks and natural disasters will involve providing resilient digital connectivity, preparedness, and response; and undertaking risk-informed investments, and expanding digital access to unconnected climate hot-spots."
training-20260915-s1,31747152:p00524,data_hosting,Data hosting,,P167183,ANNEX 2,"23. This subcomponent will finance the reinforcement of the NIMS. Managed by NIMC, the NIMS, lies at the heart of the foundational ID ecosystem and provides a comprehensive database of all persons in Nigeria and all Nigerians abroad, with uniqueness guaranteed by biometrics. By linking with the digital CR system (at NPopC), the robustness, coverage and legal validity of the foundational ID ecosystem will be ensured in the long term. The NIMS will also support authentication of unique identity at the point of service delivery or client/beneficiary onboarding (see Component 3 for details.)"
training-20260915-s1,40105675:p00198,data_hosting,Data hosting,,P170941,IV,1. Digital Infrastructure and Access
training-20260915-s1,33985963:p00149,cybersecurity,Cybersecurity,,P172524,I.B,"15. Bringing progress in digitalizing services to the next level will require strengthening digital public platforms, anchored in well-defined principles and standards of interoperability and data exchange and storage. As of now, digital public systems are duplicative, costly, and not interconnected. As the World Bank Senegal Digital Economy Diagnostic highlighted, challenges go beyond the lack of an interoperability framework and include: (i) lack of uniform requirements for the implementation of e-services; (ii) unresolved problem of electronic identification and authentication of users in the provision of e- services; (iii) low level of maturity of procedures that do not offer transactional aspects, such as online payments; and (iv) insufficient trust of users in digital interactions; etc. Cognizant of these constraints, one of the SSN 2025 objectives is to implement an efficient and trusted user-centric e-services platform that can facilitate the delivery of accessible, transparent, secure, and affordable public services. Such a platform will allow the reduction of maintenance and operating costs and enhance systems' security, while enabling effective data exchange between public entities. Data from various ministries, departments, and agencies (MDAs) are expected to be stored in the government cloud hosted by a Tier- 342 national data center (inaugurated in Diamniadio in June 2021), thereby achieving digital public infrastructure optimization by reducing the need for the constant purchase of servers and operating licenses across the GoS."
training-20260915-s1,33345981:p00266,dpi,Digital public infrastructure,,P171517,IV.A,International Fiber Cable to Guam Multiple 100 Gbps
training-20260915-s1,31747152:p00524,dpi,Digital public infrastructure,,P167183,ANNEX 2,"23. This subcomponent will finance the reinforcement of the NIMS. Managed by NIMC, the NIMS, lies at the heart of the foundational ID ecosystem and provides a comprehensive database of all persons in Nigeria and all Nigerians abroad, with uniqueness guaranteed by biometrics. By linking with the digital CR system (at NPopC), the robustness, coverage and legal validity of the foundational ID ecosystem will be ensured in the long term. The NIMS will also support authentication of unique identity at the point of service delivery or client/beneficiary onboarding (see Component 3 for details.)"
training-20260915-s1,33819086:p00157,drm_ews,Disaster risk management and early warning,,P175592,I.B,"(iii) Data infrastructure and systems. The GoC does not have access to adequate data hosting capacity to enable the full digitalization of public services. The data center market environment in Congo has available land and international connectivity infrastructure. However, power outages make the infrastructure dependent on generators, whose costs reduce competitiveness. An AfDB-funded project is building a national Tier 3 data center and its backup. As the country seeks to accelerate digital transformation, the GoC has also to define a national data hosting and management strategy and to make institutional arrangements for the management of data hosting infrastructures, data governance, financing model, and cloud computing usage (with choices of public, private or hybrid cloud models)."
training-20260915-s1,33118666:p00225,cybersecurity,Cybersecurity,,P171305,II.B,"(a) capacity building of the national CERT and the Security Operations Center (SOC); (b) upgrading of the national CERT's forensics lab with mobile kits and malware analysis capabilities; (c) capacity building for regular penetration tests, cyber risk analyses, and security assessments of relevant agencies; (d) provision of systems and software to enable threat intelligence, incident handling and response, as well as a threat sharing platform, incident response platforms for sub-sector CERTs, and a test lab and sensors on Critical Information Infrastructure Protection networks; (e) external audits, vulnerability, and penetration testing;"
training-20260915-s1,40013198:p00272,fiber,Fiber networks,,P171099,VII,Subcomponent 1.3: Improved institutional structure and capacity (US$0.15 equivalent). Capacity Strengthening for For Official Use Only
training-20260915-s1,31167658:p00571,access_connectivity,Access and connectivity,,P162599,ANNEX 2,"(ii) The type of wireless network access infrastructure to be supported by the public funds, which can consist of: passive telecom towers to facilitate the deployment of active mobile antennas by mobile network operators; a fully active Radio Access Network deployed by a mobile network operator, who provides a local roaming access to other mobile network operators; low-cost 'microsite' alternative deployed by third-parties for rural areas targeted by the project who then sell their services to mobile network operators; other types of wireless access such as satellite access."
training-20260915-s1,33107441:p00399,data_hosting,Data hosting,,P160766,ANNEX 1,"12. STEP. The WB's system will be used to prepare, clear, and update PPs and conduct all procurement transactions for activities under the project. As part of the preparation, MCIT and PO-PSMGG staff have been trained in STEP."
training-20260915-s1,33118666:p00225,data_hosting,Data hosting,,P171305,II.B,"(a) capacity building of the national CERT and the Security Operations Center (SOC); (b) upgrading of the national CERT's forensics lab with mobile kits and malware analysis capabilities; (c) capacity building for regular penetration tests, cyber risk analyses, and security assessments of relevant agencies; (d) provision of systems and software to enable threat intelligence, incident handling and response, as well as a threat sharing platform, incident response platforms for sub-sector CERTs, and a test lab and sensors on Critical Information Infrastructure Protection networks; (e) external audits, vulnerability, and penetration testing;"
