cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw-c309,255,32,32,Design social registries with dynamic expansion capability for rapid shock response,digital_for_resilience,0.4660,enrollments enrollment enroll agents onboarding offline campaign partners mass perform ecosystem nin,31747152:p00479:c06:split-1|31747152:p00644:c10:split-1|31747152:p00638:c07:split-1|31747152:p00579:c02:split-1|31747152:p00564:c03:split-1
raw-c036,253,69,69,Deploy rapid post-disaster damage and loss assessment using earth observation and remote sensing (infrastructure),digital_for_resilience,0.4539,trenching rehabilitation roads buildings works construction entail minor land involving road traffic,33822742:p00291:c03:split-1|31167658:p00318:c06:split-1|33786588:p00383:c07:split-1|40031410:p00050:c11:split-1|34196134:p00259:c04:split-1
raw-c218,253,73,73,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4525,resettlement rpf ce pillars iv vi iii campaigns cpf redress outreach ii,34196134:p00173:c10:split-1|31866361:p00158:c04:split-1|33835349:p00239:c09:split-1|33985963:p00295:c08:split-1|33815663:p00182:c05:split-1
raw-c319,252,103,103,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3986,prdo pdos pdo measured achievement theory achievable objective achieving outcome indicators achievements,33053299:p00097:c03:split-1|40034355:p00044:c04:split-1|34203125:p00036:c07:split-1|40119486:p00012:c04:split-1|32159890:p00080:c03:split-1
raw-c185,250,58,58,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4962,penetration suggests gdp widely fixed increases itu broadband point percentage documented growth,34196069:p00306:c18:split-1|32108178:p00749:c01:split-1|32626249:p00409:c03:split-1|33812956:p00269:c01:split-1|40034360:p00522:c02:split-1
raw-c103,249,80,80,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4341,iterative theory flexible reengineering culture streamlining organizational phased flexibility change processes complex,31338295:p00339:c18:split-1|33985963:p00260:c13:split-1|33191006:p00168:c22:split-1|40080119:p00159:c05:split-1|34307768:p00046:c15:split-1
raw-c237,249,57,57,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2952,eirr irr irrs npv npvs err discount discounted return optimistic scenarios yields,40087727:p00237:c02:split-1|34429409:p00226:c06:split-1|31889872:p00256:c14:split-1|34201758:p00229:c03:split-1|33937854:p00268:c04:split-1
raw-c081,248,70,70,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5789,iaas servers computing backup networking hosting cloud hardware automated storage recovery software,40087727:p00179:c09:split-1|33937854:p00261:c08:split-1|33937854:p00190:c10:split-1|40109413:p00055:c14:split-1|33830968:p00240:c19:split-1
raw-c138,248,73,73,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4190,missions hands diprose team task supervision closely field wb participate continuous reviews,34049907:p00495:c01:split-1|33191006:p00295:c08:split-1|31889872:p00275:c05:split-1|34310682:p00216:c03:split-1|33815663:p00391:c21:split-1
raw-c017,245,77,77,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4360,sustainability buy sustainable sustain long term viability beyond ownership establish build ecosystem,33835349:p00201:c10:split-1|31747152:p00288:c04:split-1|40110459:p00404:c07:split-1|40031410:p00063:c04:split-1|32527137:p00140:c11:split-1
raw-c128,245,76,76,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5317,digitally uptake enabled products services range usage content platforms digital digitalization demand,34196069:p00147:c09:split-1|33830968:p00211:c13:split-1|34275965:p00139:c21:split-1|32626249:p00423:c12:split-1|40082999:p00055:c05:split-1
raw-c297,243,68,68,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.4630,closer healthcare expanded accessing wider access accessibility accessible facilitating basic services improving,31747152:p00157:c05:split-1|33753850:p00287:c02:split-1|33345981:p00189:c12:split-1|33753850:p00235:c02:split-1|33345981:p00148:c03:split-1
raw-c215,242,61,61,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5992,afro pwd minorities indigenous disabilities marginalized elderly disability idps participatory groups peoples,32159893:p00527:c06:split-1|34196134:p00173:c06:split-1|34196134:p00173:c02:split-1|40080119:p00148:c18:split-1|34310682:p00144:c06:split-1
raw-c263,242,57,57,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4367,leakages automation taxpayers errors reduces fraud ease streamlining filing burden corruption travel,33421881:p00217:c10:split-1|31866361:p00283:c03:split-1|33421881:p00128:c10:split-1|33421881:p00148:c10:split-1|33107441:p00229:c03:split-1
raw-c272,239,56,56,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.5738,cyberattack attacks cyberattacks breaches incidents cyber threats cybersecurity ranked lebanon lacks itu,40095037:p00142:c10:split-1|34204848:p00289:c04:split-1|40080119:p00099:c06:split-1|40087727:p00118:c01:split-1|34394311:p00102:c05:split-1
raw-c282,239,73,73,Develop cybersecurity governance and data protection frameworks for health sector digital systems,resilience_of_asset,0.6291,privacy operationalizing protection cybercrime personal cybersecurity laws frameworks operationalization data commission safeguards,40072597:p00168:c06:split-1|31747152:p00507:c01:split-1|34428613:p00161:c02:split-1|34456824:p00032:c02:split-1|40082999:p00056:c17:split-1
raw-c304,237,76,76,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.3245,prices inflation consumers price affordability consumption increases retail side demand wholesale revenue,33191006:p00369:c12:split-1|34275965:p00084:c10:split-1|40110459:p00224:c03:split-1|34049898:p00263:c04:split-1|40100544:p00109:c05:split-1
raw-c193,236,69,69,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4676,affect adversely pose complexity sustainability substantial macroeconomic political risks nature fiduciary institutional,33835349:p00285:c01:split-1|32093931:p00305:c17:split-1|40100544:p00215:c02:split-1|32971756:p00334:c01:split-1|34049907:p00386:c04:split-1
raw-c053,235,69,69,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4157,inspectionpanel grs spn am please undb http visit simultaneous panel worldbank inspection,34204848:p00225:c05:split-1|33118666:p00322:c15:split-1|33786588:p00389:c03:split-1|34196134:p00250:c21:split-1|34394311:p00219:c21:split-1
raw-c225,235,72,72,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5423,mitigate risks mitigating minimize exclusion reduce manage risk residual assess mitigation managing,32159890:p00195:c07:split-1|33813209:p00195:c09:split-1|32626249:p00367:c09:split-1|33830968:p00267:c03:split-1|33844146:p00316:c14:split-1
raw-c055,229,51,51,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.6072,registries spis registry births vital death npopc deaths registration birth databases cr,34204848:p00148:c02:split-1|40037981:p00038:c16:split-1|40110459:p00326:c02:split-1|40045816:p00193:c07:split-1|34204848:p00207:c01:split-1
raw-c066,228,69,69,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3828,attracting attract stimulate investors invest investment foreign investments boost private capital create,32971756:p00198:c10:split-1|32159893:p00132:c09:split-1|33602788:p00284:c11:split-1|32159893:p00223:c08:split-1|34196134:p00215:c04:split-1
raw-c026,226,87,87,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3230,longer delayed feasible yet noted although undertaken original since however planned date,40081106:p00046:c04:split-1|32159893:p00210:c09:split-1|40037981:p00033:c02:split-1|40110522:p00065:c05:split-1|40109413:p00052:c10:split-1
raw-c224,225,76,76,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4003,assistance audits risa ta receive help technical needed ongoing additional addition program,40052992:p00168:c17:split-1|40110459:p00324:c03:split-1|33786588:p00284:c11:split-1|34194833:p00150:c06:split-1|32527137:p00194:c02:split-1
raw-c285,225,68,68,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.5873,trust trusted confidence signatures secure safe safeguard transactions enablers build dpi strengthen,33345981:p00162:c11:split-1|34275965:p00118:c03:split-1|31866361:p00205:c06:split-1|32093931:p00160:c07:split-1|34131348:p00220:c27:split-1
raw-c171,224,84,84,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3308,ms unsatisfactory moderately isr mu ip downgraded satisfactory ratings rated towards achievement,34228859:p00024:c05:split-1|40095037:p00131:c01:split-1|34428382:p00045:c02:split-1|34203125:p00040:c02:split-1|40034355:p00046:c01:split-1
raw-c253,222,59,59,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3726,reallocated reallocation cancel reallocate cancellation sdr eur cancelled category allocation cerc disbursed,34103719:p00043:c12:split-1|40105675:p00051:c56:split-1|40105151:p00067:c02:split-1|34295403:p00099:c22:split-1|40096777:p00066:c08:split-1
raw-c275,221,59,59,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4894,suw equivalent million ida ibrd enablers strengthening acceleration foundations enabling enhancing environment,33985963:p00190:c27:split-1|34429409:p00175:c08:split-1|33815663:p00195:c02:split-1|33118666:p00202:c02:split-1|33862093:p00190:c02:split-1
raw-c273,220,69,69,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4280,openknowledge washington worldbank org https en pdf handle diagnostic tool lives source,33822742:p00425:c02:split-1|31747152:p00215:c01:split-1|32321387:p00144:c09:split-1|34049898:p00534:c10:split-1|34218724:p00101:c01:split-1
raw-c045,219,63,63,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.6078,interruptions redundancy continuity outages disruption backup event minimize disruptions times recovery prevent,33937854:p00581:c10:split-1|33985963:p00251:c06:split-1|33053299:p00155:c08:split-1|40115059:p00718:c08:split-1|40072597:p00173:c10:split-1
raw-c202,219,61,61,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5770,barrier excluded elderly divide exclusion barriers affordability cultural accessing literacy norms accessibility,40081960:p00106:c02:split-1|33835348:p00234:c11:split-1|33835348:p00141:c05:split-1|33937854:p00308:c06:split-1|33835348:p00359:c05:split-1
raw-c040,216,70,70,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4576,ibrd equivalent analog million enablers digitizing ida centric original foundations enabling reduced,33835348:p00212:c01:split-1|33753850:p00250:c24:split-1|32971756:p00519:c09:split-1|32626249:p00163:c01:split-1|33421881:p00176:c10:split-1
raw-c238,215,90,90,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4167,whr contingent contingency ibrd equivalent usd million cerc ida emergency evaluation response,34429409:p00191:c03:split-1|33421881:p00189:c16:split-1|33985963:p00263:c28:split-1|40072597:p00144:c01:split-1|33835349:p00228:c01:split-1
raw-c258,214,43,43,Deploy digital platforms for emergency cash mobilization via mobile money,digital_for_resilience,0.6463,ussd money mtn microfinance mnos merchants remittances banks agents phones mobile adults,33118666:p00153:c04:split-1|32159893:p00411:c03:split-1|31167658:p00578:c06:split-1|34196069:p00150:c14:split-1|32971756:p00292:c04:split-1
raw-c088,211,70,70,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4560,measures mitigation mitigating lock mitigated taken avoid together carbon agreed appropriate mitigate,34049907:p00506:c05:split-1|32527137:p00384:c01:split-1|32971756:p00309:c09:split-1|34049907:p00368:c09:split-1|32971756:p00303:c17:split-1
raw-c240,209,62,62,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5132,unguaranteed catalyze eur equivalent extending million submarine backbone ibrd mile pcm cable,34429409:p00148:c02:split-1|34429409:p00151:c26:split-1|33815663:p00237:c02:split-1|32626249:p00354:c02:split-1|40027697:p00129:c02:split-1
raw-c020,208,63,63,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4838,ta treasury hardware advisory feasibility payment igad operationalization assistance acquisition financing software,34338772:p00168:c01:split-1|33191006:p00197:c03:split-1|34338772:p00158:c01:split-1|34338772:p00170:c01:split-1|34338772:p00162:c01:split-1
raw-c165,207,80,80,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4186,rating moderate residual rated substantial assessed risk deemed considered overall fiduciary remains,33862093:p00311:c03:split-1|40095037:p00192:c01:split-1|32527137:p00289:c01:split-1|34428613:p00255:c01:split-1|34204848:p00227:c01:split-1
raw-c228,207,73,73,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4569,rating rated assessed substantial risk residual moderate procurement mitigation overall assessment moderately,31866361:p00303:c03:split-1|32321387:p00256:c07:split-1|33812956:p00289:c02:split-1|34394311:p00201:c01:split-1|31747152:p00355:c15:split-1
raw-c039,206,69,69,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4430,occupational risks sh sea potential impacts main social safety risk substantial associated,40045816:p00244:c02:split-1|32626249:p00251:c07:split-1|31866361:p00296:c06:split-1|31866361:p00303:c11:split-1|34196069:p00449:c02:split-1
raw-c164,206,56,56,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4455,saved savings errors save saving calculated obtaining estimate examples introduction reduction digitization,33118666:p00366:c01:split-1|33835348:p00308:c01:split-1|34460895:p00195:c03:split-1|33786588:p00366:c10:split-1|34275965:p00169:c02:split-1
raw-c292,205,66,66,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4140,deliver quality delivery improve service improving enhance efficiency better feedback services expand,31338295:p00197:c10:split-1|34022655:p00388:c08:split-1|34428613:p00119:c04:split-1|40080119:p00100:c06:split-1|33421881:p00166:c03:split-1
raw-c167,197,65,65,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4032,frr cba analysis cash flows scenarios returns flow return performed capex viability,33602788:p00318:c01:split-1|32093931:p00266:c02:split-1|33822742:p00259:c01:split-1|34397339:p00349:c03:split-1|34222788:p00167:c01:split-1
raw-c005,192,63,63,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4702,failures failure bottlenecks models device side assess options feasibility demand market ppp,34049907:p00651:c04:split-1|33835348:p00195:c06:split-1|34022655:p00375:c03:split-1|34388773:p00232:c03:split-1|31866361:p00252:c01:split-1
raw-c113,187,67,67,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4327,detect avoid prevent distancing spread limit minimize protect mitigate reduce delays risk,40045816:p00186:c03:split-1|33753850:p00351:c16:split-1|31167658:p00625:c12:split-1|31866361:p00200:c10:split-1|31167658:p00332:c03:split-1
raw-c140,186,57,57,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4787,warming century temperature temperatures precipitation intensity mean heavy rainfall rise patterns projections,33107441:p00502:c10:split-1|32159893:p00540:c06:split-1|34022655:p00142:c09:split-1|34338772:p00096:c06:split-1|40100544:p00105:c05:split-1
raw-c012,183,62,62,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4982,commissioning equivalent modernizing million installation migration supply portal value estimated registry exchange,33862093:p00213:c02:split-1|40027697:p00116:c02:split-1|33786588:p00254:c02:split-1|33835348:p00214:c02:split-1|33815663:p00242:c02:split-1
raw-c216,182,99,99,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3847,pace milestones progress monitor next achieve reflect track targets implementation period action,40045816:p00246:c07:split-1|31338295:p00210:c06:split-1|40017533:p00121:c11:split-1|33706639:p00438:c24:split-1|34049898:p00332:c04:split-1
raw-c108,174,57,57,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3933,externalities lifetime earnings come welfare salaries trainees increases positive benefits gains productivity,40080119:p00201:c03:split-1|33985963:p00336:c05:split-1|33345981:p00189:c10:split-1|33118666:p00293:c01:split-1|34196134:p00214:c15:split-1
raw-c043,172,66,66,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3885,optimize efficiently efficiency maximize productivity avoid gains improve efficient money performance operational,31889872:p00189:c14:split-1|40087727:p00166:c05:split-1|33191006:p00229:c02:split-1|31747152:p00530:c06:split-1|32108178:p00166:c15:split-1
raw-c310,171,52,52,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5779,bullying cyberbullying harmful harassment behavior safety media exposure children cyber online safe,33812956:p00212:c09:split-1|31866361:p00200:c06:split-1|32626249:p00359:c12:split-1|34338772:p00291:c22:split-1|33812956:p00212:c12:split-1
raw-c038,169,57,57,Establish emergency power backup for critical digital infrastructure,resilience_of_asset,0.4435,hazardous disposal noise pollution waste recycling generators electrical cooling generation exposure backup,33786588:p00136:c09:split-1|33753850:p00133:c18:split-1|32093931:p00293:c06:split-1|33862093:p00297:c03:split-1|33835348:p00322:c10:split-1
raw-c280,169,73,73,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.4766,cri digitally enabled satisfaction number percentage indicator users index using people share,34228623:p00172:c03:split-1|40083718:p00098:c03:split-1|33835348:p00373:c03:split-1|33835348:p00186:c03:split-1|40028045:p00170:c15:split-1
raw-c027,163,50,50,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.6350,hosting classification cloud layer architecture governance ai frameworks storage assess protocols feasibility,40072597:p00133:c06:split-1|33815663:p00158:c11:split-1|33844146:p00209:c01:split-1|34194833:p00198:c02:split-1|34428613:p00165:c02:split-1
raw-c318,163,67,67,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4341,residual assessed moderate rating fm substantial concluded mitigating risk deemed overall rated,34131348:p00309:c02:split-1|34428613:p00243:c01:split-1|33815663:p00365:c01:split-1|32971756:p00429:c01:split-1|34204848:p00232:c01:split-1
raw-c252,160,68,68,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5068,weaknesses fiduciary fraud corruption risks controls risk aspects compliance substantial political stakeholder,40017533:p00162:c04:split-1|33345981:p00324:c04:split-1|31889872:p00280:c01:split-1|34022655:p00481:c03:split-1|32321387:p00275:c01:split-1
raw-c124,157,64,64,"Implement AI and satellite-based measurement, reporting, and verification for climate commitments",digital_for_resilience,0.5033,lock footprint carbon adapt effects mitigate negative minimize co ghg emissions adverse,33786588:p00179:c09:split-1|33753850:p00480:c06:split-1|33937854:p00282:c10:split-1|34275965:p00120:c19:split-1|33830968:p00143:c08:split-1
raw-c067,152,61,61,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5270,mitigated mitigate dialogue mitigation experts macroeconomic risks measures strong risk close steering,31338295:p00246:c06:split-1|31866361:p00300:c03:split-1|34196134:p00257:c08:split-1|34196134:p00258:c13:split-1|33812956:p00304:c01:split-1
raw-c213,148,69,69,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3956,compliant satisfactory overdue moderately covenants unsatisfactory rated rating performance reported compliance safeguards,34307768:p00049:c10:split-1|40007594:p00058:c01:split-1|40080396:p00043:c03:split-1|34350724:p00051:c02:split-1|40027697:p00114:c07:split-1
raw-c178,132,45,45,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.3556,mathematics graduates stem employed engineering science versus workforce men computer students industry,33602788:p00172:c04:split-1|33835349:p00151:c13:split-1|33937854:p00131:c03:split-1|40081960:p00106:c18:split-1|34310682:p00387:c08:split-1
raw-c191,110,55,55,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4376,downside residual macroeconomic mitigated remains substantial despite risk risks even still however,32971756:p00331:c06:split-1|33830968:p00329:c54:split-1|32971756:p00334:c11:split-1|33815663:p00388:c11:split-1|33830968:p00373:c12:split-1
